KO_ID	VAL_A09	VAL_B04	VAL_C05	VAL_D01	VAL_E02	YEL_A01	YEL_B04	YEL_C01	YEL_D03	YEL_E01	sum	mean	stdev	CoV	KO_name	KO_def
K00209	5	3	5	2	7	5	9	6	4	4	50	5	2	0.4	fabV, ter	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)
K00215	149	151	169	178	182	206	237	211	227	226	1936	193.6	32.1323651306419	0.165972960385547	dapB	4-hydroxy-tetrahydrodipicolinate reductase
K00217	25	43	43	34	27	26	30	28	28	18	302	30.2	7.85705627657925	0.260167426376796	E1.3.1.32	maleylacetate reductase
K00234	2	1	4	0	1	7	2	4	1	0	22	2.2	2.20100986922922	1.00045903146783	SDHA, SDH1	succinate dehydrogenase (ubiquinone) flavoprotein subunit
K00235	1	0	2	0	0	2	2	0	1	1	9	0.9	0.875595035770913	0.972883373078792	SDHB, SDH2	succinate dehydrogenase (ubiquinone) iron-sulfur subunit
K00236	0	0	0	0	0	0	2	3	0	0	5	0.5	1.08012344973464	2.16024689946929	SDHC, SDH3	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	SDHD, SDH4	succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239	149	169	142	164	184	181	191	177	202	168	1727	172.7	18.3306058577209	0.106141319384603	sdhA, frdA	succinate dehydrogenase / fumarate reductase, flavoprotein subunit
K00240	234	232	241	267	277	282	306	296	297	289	2721	272.1	27.4891897944548	0.101026055841436	sdhB, frdB	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit
K00241	119	128	140	119	164	163	178	144	195	172	1522	152.2	26.1440454235971	0.171774280049916	sdhC, frdC	succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00242	61	70	95	61	96	88	123	108	77	105	884	88.4	20.8923165036549	0.236338421987046	sdhD, frdD	succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K00244	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	frdA	fumarate reductase flavoprotein subunit
K00245	64	83	26	6	1	37	4	9	70	5	305	30.5	31.2454441123466	1.02444079056874	frdB	fumarate reductase iron-sulfur subunit
K00246	16	12	11	3	13	2	15	7	8	10	97	9.7	4.7152235719352	0.486105522879917	frdC	fumarate reductase subunit C
K00247	70	94	28	8	15	36	16	17	97	10	391	39.1	34.7545360748461	0.888862815213455	frdD	fumarate reductase subunit D
K00248	76	94	26	30	39	76	40	24	102	25	532	53.2	30.5279471231781	0.573833592540941	ACADS, bcd	butyryl-CoA dehydrogenase
K00252	95	106	118	152	141	121	133	101	105	103	1175	117.5	19.0685896466181	0.16228586933292	GCDH, gcdH	glutaryl-CoA dehydrogenase
K00260	0	3	0	1	0	0	0	0	3	0	7	0.7	1.25166555703457	1.78809365290653	gudB, rocG	glutamate dehydrogenase
K00261	122	126	67	63	54	110	79	86	145	58	910	91	32.4037034920393	0.356084653758674	GLUD1_2, gdhA	glutamate dehydrogenase (NAD(P)+)
K00262	17	28	11	13	22	24	19	13	23	18	188	18.8	5.49343041985404	0.292203745736917	E1.4.1.4, gdhA	glutamate dehydrogenase (NADP+)
K00264	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	GLT1	glutamate synthase (NADH)
K00265	50	49	52	59	74	57	66	43	47	44	541	54.1	9.96047745397333	0.184112337411707	gltB	glutamate synthase (NADPH) large chain
K00266	85	84	95	98	118	99	113	84	87	100	963	96.3	11.9819308405059	0.124422957845337	gltD	glutamate synthase (NADPH) small chain
K00275	109	116	151	191	175	168	213	203	156	218	1700	170	37.868192457523	0.222754073279547	pdxH, PNPO	pyridoxamine 5'-phosphate oxidase
K00284	0	1	0	0	0	0	0	0	1	0	2	0.2	0.421637021355784	2.10818510677892	GLU, gltS	glutamate synthase (ferredoxin)
K00288	0	0	0	1	0	0	0	0	0	0	1	0.1	0.316227766016838	3.16227766016838	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase
K00297	106	121	140	139	179	177	226	164	154	187	1593	159.3	35.0556700121393	0.220060703152161	metF, MTHFR	methylenetetrahydrofolate reductase (NADPH)
K00300	13	23	13	15	17	15	19	6	28	17	166	16.6	5.96657355607052	0.359432141931959	mtdA	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+)
K00317	8	7	4	16	15	28	6	10	4	11	109	10.9	7.29459465022637	0.669228866993244	dmd-tmd	dimethylamine/trimethylamine dehydrogenase
K00319	0	1	0	0	0	0	0	0	0	0	1	0.1	0.316227766016838	3.16227766016838	mtd	methylenetetrahydromethanopterin dehydrogenase
K00320	260	322	312	239	165	174	185	370	273	261	2561	256.1	67.6205918670078	0.264039796435017	mer	5,10-methylenetetrahydromethanopterin reductase
K00360	1	0	2	2	6	2	9	3	0	6	31	3.1	2.96085573216033	0.955114752309783	nasB	assimilatory nitrate reductase electron transfer subunit
K00362	33	44	78	58	89	60	95	39	57	73	626	62.6	20.8976341031972	0.333828020817847	nirB	nitrite reductase (NADH) large subunit
K00363	22	38	50	27	60	48	71	40	48	60	464	46.4	15.1891774336569	0.32735296193226	nirD	nitrite reductase (NADH) small subunit
K00365	13	13	24	48	45	22	52	40	23	49	329	32.9	15.4088719033333	0.468354769098276	uaZ	urate oxidase
K00366	16	22	32	30	33	10	21	12	23	12	211	21.1	8.55634916954136	0.405514178651249	nirA	ferredoxin-nitrite reductase
K00367	2	0	0	0	0	3	1	0	1	1	8	0.8	1.03279555898864	1.29099444873581	narB	ferredoxin-nitrate reductase
K00368	39	36	20	12	21	19	10	13	22	18	210	21	9.60324019392529	0.45729715209168	nirK	nitrite reductase (NO-forming)
K00370	22	24	17	15	14	13	13	5	11	11	145	14.5	5.50252467307306	0.379484460211935	narG, narZ, nxrA	nitrate reductase / nitrite oxidoreductase, alpha subunit
K00371	28	28	13	13	22	15	10	9	13	13	164	16.4	7.02693231629406	0.428471482700857	narH, narY, nxrB	nitrate reductase / nitrite oxidoreductase, beta subunit
K00372	7	12	24	10	29	5	29	7	5	9	137	13.7	9.74166310236604	0.711070299442777	nasA	assimilatory nitrate reductase catalytic subunit
K00374	7	7	12	15	23	13	16	8	15	15	131	13.1	4.93175650475794	0.376469962195262	narI, narV	nitrate reductase gamma subunit
K00376	9	17	1	1	1	10	1	0	4	2	46	4.6	5.60158707669333	1.21773632102029	nosZ	nitrous-oxide reductase
K00380	5	5	15	17	29	12	28	8	2	19	140	14	9.43986817233753	0.674276298024109	cysJ	sulfite reductase (NADPH) flavoprotein alpha-component
K00381	26	27	52	33	59	58	71	14	31	26	397	39.7	18.7263925457569	0.47169754523317	cysI	sulfite reductase (NADPH) hemoprotein beta-component
K00382	213	206	235	213	265	263	317	242	245	233	2432	243.2	32.8254643700757	0.134973126521693	DLD, lpd, pdhD	dihydrolipoamide dehydrogenase
K00385	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	asrC	anaerobic sulfite reductase subunit C
K00386	0	0	4	5	6	0	0	0	0	0	15	1.5	2.46080384337223	1.64053589558149	sorB	sulfite dehydrogenase (cytochrome) subunit B
K00387	1	2	0	20	10	3	7	3	4	2	52	5.2	5.97773647238931	1.14956470622871	SUOX	sulfite oxidase
K00390	123	131	140	159	162	177	173	194	144	183	1586	158.6	23.5570230150869	0.148531040448215	cysH	phosphoadenosine phosphosulfate reductase
K00392	10	10	21	36	30	10	20	44	8	34	223	22.3	12.9961532770278	0.582787142467614	sir	sulfite reductase (ferredoxin)
K00394	11	5	13	2	7	3	6	3	9	4	63	6.3	3.68329562574967	0.584650099325345	aprA	adenylylsulfate reductase, subunit A
K00395	19	13	16	3	9	4	8	5	19	12	108	10.8	5.95911999468975	0.55177036987868	aprB	adenylylsulfate reductase, subunit B
K00399	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mcrA	methyl-coenzyme M reductase alpha subunit
K00400	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	K00400	methyl coenzyme M reductase system, component A2
K00401	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mcrB	methyl-coenzyme M reductase beta subunit
K00402	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mcrG	methyl-coenzyme M reductase gamma subunit
K00440	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	frhA	coenzyme F420 hydrogenase subunit alpha
K00441	15	13	18	18	11	28	36	68	35	37	279	27.9	17.2462556322621	0.618145363163517	frhB	coenzyme F420 hydrogenase subunit beta
K00442	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	frhD	coenzyme F420 hydrogenase subunit delta
K00443	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	frhG	coenzyme F420 hydrogenase subunit gamma
K00446	51	50	90	101	94	34	93	114	25	107	759	75.9	32.4976922257566	0.428164587954632	dmpB, xylE	catechol 2,3-dioxygenase
K00448	29	31	52	77	55	24	41	40	38	56	443	44.3	15.8888500388025	0.358664786428951	pcaG	protocatechuate 3,4-dioxygenase, alpha subunit
K00449	70	83	84	102	93	90	90	62	123	90	887	88.7	16.6469883829545	0.18767743385518	pcaH	protocatechuate 3,4-dioxygenase, beta subunit
K00450	130	116	106	51	60	103	50	61	96	50	823	82.3	30.9230227069304	0.375735391335728	E1.13.11.4	gentisate 1,2-dioxygenase
K00451	99	110	123	119	134	119	147	131	131	145	1258	125.8	14.9354165213651	0.118723501759659	HGD, hmgA	homogentisate 1,2-dioxygenase
K00455	5	7	3	4	4	4	5	7	5	4	48	4.8	1.31656117720877	0.27428357858516	hpaD, hpcB	3,4-dihydroxyphenylacetate 2,3-dioxygenase
K00462	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	bphC	biphenyl-2,3-diol 1,2-dioxygenase
K00468	0	2	0	3	1	5	1	0	0	0	12	1.2	1.68654808542314	1.40545673785261	davB	lysine 2-monooxygenase
K00480	25	19	62	40	63	18	34	24	26	34	345	34.5	16.2771141313331	0.471800409603859	E1.14.13.1	salicylate hydroxylase
K00481	31	29	50	72	56	29	40	34	28	54	423	42.3	15.004073520955	0.35470622980981	pobA	p-hydroxybenzoate 3-monooxygenase
K00483	125	114	111	71	42	69	49	74	74	57	786	78.6	28.5392517226519	0.363094805631703	hpaB	4-hydroxyphenylacetate 3-monooxygenase
K00484	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	hpaC	flavin reductase (NADH)
K00492	116	131	195	229	284	152	204	185	108	248	1852	185.2	58.5582331245288	0.316189163739357	tmuM	1,3,7-trimethyluric acid 5-monooxygenase
K00493	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	XANG	xanthocillin biosynthesis cytochrome P450 monooxygenase
K00529	61	44	104	140	111	87	98	105	57	95	902	90.2	28.8782886535119	0.320158410792815	hcaD	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component
K00531	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	anfG	nitrogenase delta subunit
K00577	10	8	3	5	2	2	2	3	7	4	46	4.6	2.83627298482435	0.616581083657468	mtrA	tetrahydromethanopterin S-methyltransferase subunit A
K00578	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mtrB	tetrahydromethanopterin S-methyltransferase subunit B
K00579	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mtrC	tetrahydromethanopterin S-methyltransferase subunit C
K00580	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mtrD	tetrahydromethanopterin S-methyltransferase subunit D
K00581	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mtrE	tetrahydromethanopterin S-methyltransferase subunit E
K00582	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mtrF	tetrahydromethanopterin S-methyltransferase subunit F
K00583	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mtrG	tetrahydromethanopterin S-methyltransferase subunit G
K00584	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	mtrH	tetrahydromethanopterin S-methyltransferase subunit H
K00589	0	0	0	0	1	0	0	0	0	0	1	0.1	0.316227766016838	3.16227766016838	MET1	uroporphyrin-III C-methyltransferase
K00600	225	247	214	251	225	259	303	308	285	288	2605	260.5	33.9550356272003	0.130345626208063	glyA, SHMT	glycine hydroxymethyltransferase
K00615	299	344	287	317	302	365	351	391	407	339	3402	340.2	39.8826055094476	0.117232820427536	E2.2.1.1, tktA, tktB	transketolase
K00616	179	170	164	191	168	211	202	237	234	218	1974	197.4	27.1792404439696	0.137686121803291	E2.2.1.2, talA, talB	transaldolase
K00622	0	0	0	0	0	0	0	1	0	2	3	0.3	0.674948557710553	2.24982852570184	nat	arylamine N-acetyltransferase
K00625	18	17	10	7	13	18	19	3	27	10	142	14.2	6.97296366132954	0.491053778966869	E2.3.1.8, pta	phosphate acetyltransferase
K00626	191	234	151	174	202	229	223	174	231	193	2002	200.2	28.6232228948609	0.142973141332972	ACAT, atoB	acetyl-CoA C-acetyltransferase
K00627	101	97	107	95	127	113	133	112	114	114	1113	111.3	12.1568453510312	0.109225924088331	DLAT, aceF, pdhC	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)
K00632	105	130	119	185	176	159	205	219	146	207	1651	165.1	39.6357022000228	0.240070879467128	fadA, fadI	acetyl-CoA acyltransferase
K00640	138	128	133	133	162	152	182	109	180	151	1468	146.8	23.2321616155995	0.158257231713893	cysE	serine O-acetyltransferase
K00656	1	0	1	0	0	1	0	0	0	0	3	0.3	0.483045891539648	1.61015297179883	E2.3.1.54, pflD	formate C-acetyltransferase
K00658	75	77	88	94	114	104	137	96	109	107	1001	100.1	18.4418003459532	0.184233769689842	DLST, sucB	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)
K00672	18	44	22	32	33	34	55	27	46	54	365	36.5	12.8084173712272	0.350915544417184	ftr	formylmethanofuran--tetrahydromethanopterin N-formyltransferase
K00674	89	103	118	122	141	135	190	145	134	166	1343	134.3	29.280444744649	0.218022671218533	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
K00814	2	1	0	0	0	1	0	0	1	0	5	0.5	0.707106781186548	1.4142135623731	GPT, ALT	alanine transaminase
K00821	94	117	110	109	121	106	135	145	131	131	1199	119.9	15.6165866237721	0.130246760832128	argD	acetylornithine/N-succinyldiaminopimelate aminotransferase
K00823	32	40	18	18	13	21	10	6	36	7	201	20.1	12.1238974298238	0.603178976608151	puuE	4-aminobutyrate aminotransferase
K00830	70	85	61	58	52	61	74	45	81	58	645	64.5	12.7301043026189	0.197365958180138	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase
K00831	105	92	129	108	164	132	201	147	125	169	1372	137.2	33.4524538213068	0.24382254971798	serC, PSAT1	phosphoserine aminotransferase
K00836	5	0	14	21	13	11	21	23	3	30	141	14.1	9.6775800464556	0.686353194784085	ectB, dat	diaminobutyrate-2-oxoglutarate transaminase
K00844	1	1	1	7	4	0	0	0	5	0	19	1.9	2.51440295541948	1.32336997653657	HK	hexokinase
