KO_ID	KO_name	KO_def
K00382	DLD, lpd, pdhD	dihydrolipoamide dehydrogenase
K00399	mcrA	methyl-coenzyme M reductase alpha subunit
K00401	mcrB	methyl-coenzyme M reductase beta subunit
K00402	mcrG	methyl-coenzyme M reductase gamma subunit
K00577	mtrA	tetrahydromethanopterin S-methyltransferase subunit A
K00578	mtrB	tetrahydromethanopterin S-methyltransferase subunit B
K00579	mtrC	tetrahydromethanopterin S-methyltransferase subunit C
K00580	mtrD	tetrahydromethanopterin S-methyltransferase subunit D
K00581	mtrE	tetrahydromethanopterin S-methyltransferase subunit E
K00582	mtrF	tetrahydromethanopterin S-methyltransferase subunit F
K00583	mtrG	tetrahydromethanopterin S-methyltransferase subunit G
K00584	mtrH	tetrahydromethanopterin S-methyltransferase subunit H
K00600	glyA, SHMT	glycine hydroxymethyltransferase
K00605	gcvT, AMT	aminomethyltransferase
K00615	E2.2.1.1, tktA, tktB	transketolase
K00616	E2.2.1.2, talA, talB	transaldolase
K00625	E2.3.1.8, pta	phosphate acetyltransferase
K00626	ACAT, atoB	acetyl-CoA C-acetyltransferase
K00627	DLAT, aceF, pdhC	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)
K00640	cysE	serine O-acetyltransferase
K00658	DLST, sucB	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)
K00672	ftr	formylmethanofuran--tetrahydromethanopterin N-formyltransferase
K00814	GPT, ALT	alanine transaminase
K00830	AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase
K00831	serC, PSAT1	phosphoserine aminotransferase
K00844	HK	hexokinase
K00845	glk	glucokinase
K00850	pfkA, PFK	6-phosphofructokinase 1
K00851	E2.7.1.12, gntK, idnK	gluconokinase
K00855	PRK, prkB	phosphoribulokinase
K00863	DAK, TKFC	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing)
K00873	PK, pyk	pyruvate kinase
K00874	kdgK	2-dehydro-3-deoxygluconokinase
K00886	ppgK	polyphosphate glucokinase
K00918	pfkC	ADP-dependent phosphofructokinase/glucokinase
K00925	ackA	acetate kinase
K00926	arcC	carbamate kinase
K00927	PGK, pgk	phosphoglycerate kinase
K00948	PRPS, prsA	ribose-phosphate pyrophosphokinase
K01006	ppdK	pyruvate, orthophosphate dikinase
K01007	pps, ppsA	pyruvate, water dikinase
K01053	gnl, RGN	gluconolactonase
K01057	PGLS, pgl, devB	6-phosphogluconolactonase
K01070	frmB, ESD, fghA	S-formylglutathione hydrolase
K01079	serB, PSPH	phosphoserine phosphatase
K01086	fbp-SEBP	fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase
K01100	E3.1.3.37	sedoheptulose-bisphosphatase
K01455	E3.5.1.49	formamidase
K01491	folD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase
K01499	mch	methenyltetrahydromethanopterin cyclohydrolase
K01595	ppc	phosphoenolpyruvate carboxylase
K01601	rbcL, cbbL	ribulose-bisphosphate carboxylase large chain
K01602	rbcS, cbbS	ribulose-bisphosphate carboxylase small chain
K01610	E4.1.1.49, pckA	phosphoenolpyruvate carboxykinase (ATP)
K01622	K01622	fructose 1,6-bisphosphate aldolase/phosphatase
K01623	ALDO	fructose-bisphosphate aldolase, class I
K01624	FBA, fbaA	fructose-bisphosphate aldolase, class II
K01625	eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase
K01637	E4.1.3.1, aceA	isocitrate lyase
K01638	aceB, glcB	malate synthase
K01647	CS, gltA	citrate synthase
K01676	E4.2.1.2A, fumA, fumB	fumarate hydratase, class I
K01677	E4.2.1.2AA, fumA	fumarate hydratase subunit alpha
K01678	E4.2.1.2AB, fumB	fumarate hydratase subunit beta
K01679	E4.2.1.2B, fumC, FH	fumarate hydratase, class II
K01681	ACO, acnA	aconitate hydratase
K01682	acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase
K01689	ENO, eno	enolase
K01690	edd	phosphogluconate dehydratase
K01715	crt	enoyl-CoA hydratase
K01738	cysK	cysteine synthase
K01752	E4.3.1.17, sdaA, sdaB, tdcG	L-serine dehydratase
K01754	E4.3.1.19, ilvA, tdcB	threonine dehydratase
K01782	fadJ	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase
K01783	rpe, RPE	ribulose-phosphate 3-epimerase
K01803	TPI, tpiA	triosephosphate isomerase (TIM)
K01807	rpiA	ribose 5-phosphate isomerase A
K01808	rpiB	ribose 5-phosphate isomerase B
K01810	GPI, pgi	glucose-6-phosphate isomerase
K01825	fadB	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase
K01834	PGAM, gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
K01846	glmS, mutS, mamA	methylaspartate mutase sigma subunit
K01847	MUT	methylmalonyl-CoA mutase
K01848	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain
K01849	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain
K01895	ACSS1_2, acs	acetyl-CoA synthetase
K01899	LSC1	succinyl-CoA synthetase alpha subunit
K01900	LSC2	succinyl-CoA synthetase beta subunit
K01902	sucD	succinyl-CoA synthetase alpha subunit
K01903	sucC	succinyl-CoA synthetase beta subunit
K01913	AAE7, ACN1	acetate/butyrate---CoA ligase
K01938	fhs	formate--tetrahydrofolate ligase
K01948	CPS1	carbamoyl-phosphate synthase (ammonia)
K01958	PC, pyc	pyruvate carboxylase
K01959	pycA	pyruvate carboxylase subunit A
K01960	pycB	pyruvate carboxylase subunit B
K01961	accC	acetyl-CoA carboxylase, biotin carboxylase subunit
K01962	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha
K01963	accD	acetyl-CoA carboxylase carboxyl transferase subunit beta
K01964	K01964	acetyl-CoA/propionyl-CoA carboxylase
K01965	PCCA, pccA	propionyl-CoA carboxylase alpha chain
K01966	PCCB, pccB	propionyl-CoA carboxylase beta chain
K02160	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein
K02203	thrH	phosphoserine / homoserine phosphotransferase
K02437	gcvH, GCSH	glycine cleavage system H protein
K02446	glpX	fructose-1,6-bisphosphatase II
K03388	hdrA2	heterodisulfide reductase subunit A2
K03389	hdrB2	heterodisulfide reductase subunit B2
K03390	hdrC2	heterodisulfide reductase subunit C2
K03396	gfa	S-(hydroxymethyl)glutathione synthase
K03737	por, nifJ	pyruvate-ferredoxin/flavodoxin oxidoreductase
K03738	aor	aldehyde:ferredoxin oxidoreductase
K03781	katE, CAT, catB, srpA	catalase
K03841	FBP, fbp	fructose-1,6-bisphosphatase I
K04480	mtaB	methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase
K04835	mal	methylaspartate ammonia-lyase
K05298	GAPA	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
K05299	fdhA	formate dehydrogenase (NADP+) alpha subunit
K05308	gnaD	gluconate/galactonate dehydratase
K05605	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
K05606	MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase
K05942	E2.3.3.3	citrate (Re)-synthase
K06859	pgi1	glucose-6-phosphate isomerase, archaeal
K07404	pgl	6-phosphogluconolactonase
K07511	ECHS1	enoyl-CoA hydratase
K07514	EHHADH	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase
K07515	HADHA	enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase
K07516	fadN	3-hydroxyacyl-CoA dehydrogenase
K08074	ADPGK	ADP-dependent glucokinase
K08093	hxlA	3-hexulose-6-phosphate synthase
K08094	hxlB	6-phospho-3-hexuloisomerase
K08264	hdrD	heterodisulfide reductase subunit D
K08265	hdrE	heterodisulfide reductase subunit E
K08318	yihU	4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase
K08691	mcl	malyl-CoA/(S)-citramalyl-CoA lyase
K08692	mtkB	malate-CoA ligase subunit alpha
K09709	meh	3-methylfumaryl-CoA hydratase
K10713	fae	5,6,7,8-tetrahydromethanopterin hydro-lyase
K10714	mtdB	methylene-tetrahydromethanopterin dehydrogenase
K10944	pmoA-amoA	methane/ammonia monooxygenase subunit A
K10945	pmoB-amoB	methane/ammonia monooxygenase subunit B
K10946	pmoC-amoC	methane/ammonia monooxygenase subunit C
K11260	fwdG	4Fe-4S ferredoxin
K11261	fwdE, fmdE	formylmethanofuran dehydrogenase subunit E
K11263	bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein
K11389	gapor	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin)
K11395	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase
K11517	HAO	(S)-2-hydroxy-acid oxidase
K11529	gck, gckA, GLYCTK	glycerate 2-kinase
K11532	glpX-SEBP	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase
K11645	fbaB	fructose-bisphosphate aldolase, class I
K12406	PKLR	pyruvate kinase isozymes R/L
K12407	GCK	glucokinase
K13034	ATCYSC1	L-3-cyanoalanine synthase/ cysteine synthase
K13788	pta	phosphate acetyltransferase
K13810	tal-pgi	transaldolase / glucose-6-phosphate isomerase
K13812	fae-hps	bifunctional enzyme Fae/Hps
K13831	hps-phi	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase
K13937	H6PD	hexose-6-phosphate dehydrogenase
K13942	hmd	5,10-methenyltetrahydromethanopterin hydrogenase
K14028	mdh1, mxaF	methanol dehydrogenase (cytochrome c) subunit 1
K14029	mdh2, mxaI	methanol dehydrogenase (cytochrome c) subunit 2
K14067	mtkA	malate-CoA ligase subunit beta
K14080	mtaA	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase
K14081	mtaC	methanol corrinoid protein
K14082	mtbA	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase
K14083	mttB	trimethylamine---corrinoid protein Co-methyltransferase
K14084	mttC	trimethylamine corrinoid protein
K14126	mvhA, vhuA, vhcA	F420-non-reducing hydrogenase large subunit
K14127	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit
K14128	mvhG, vhuG, vhcG	F420-non-reducing hydrogenase small subunit
K14138	acsB	acetyl-CoA synthase
K14272	GGAT	glutamate--glyoxylate aminotransferase
K14446	ccr	crotonyl-CoA carboxylase/reductase
K14447	ecm	ethylmalonyl-CoA mutase
K14448	mcd	(2S)-methylsuccinyl-CoA dehydrogenase
K14449	mch, mcd	2-methylfumaryl-CoA hydratase
K14451	mcl2	(3S)-malyl-CoA thioesterase
K14454	GOT1	aspartate aminotransferase, cytoplasmic
K14455	GOT2	aspartate aminotransferase, mitochondrial
K14465	K14465	succinate semialdehyde reductase (NADPH)
K14466	K14466	4-hydroxybutyrate---CoA ligase (AMP-forming)
K14467	4hbl	4-hydroxybutyrate---CoA ligase (AMP-forming)
K14468	mcr	malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+)
K14469	K14469	acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase
K14470	mct	2-methylfumaryl-CoA isomerase
K14471	smtA1	succinyl-CoA:(S)-malate CoA-transferase subunit A
K14472	smtB	succinyl-CoA:(S)-malate CoA-transferase subunit B
K14534	abfD	4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase
K14729	FOX2	multifunctional beta-oxidation protein
K15016	K15016	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase
K15017	K15017	malonyl-CoA/succinyl-CoA reductase (NADPH)
K15018	K15018	3-hydroxypropionyl-coenzyme A synthetase
K15019	K15019	3-hydroxypropionyl-coenzyme A dehydratase
K15020	K15020	acryloyl-coenzyme A reductase
K15022	fdhB	formate dehydrogenase (NADP+) beta subunit
K15023	acsE	5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase
K15024	K15024	putative phosphotransacetylase
K15036	K15036	acetyl-CoA/propionyl-CoA carboxylase
K15037	K15037	biotin carboxyl carrier protein
K15038	K15038	succinyl-CoA reductase
K15039	K15039	3-hydroxypropionate dehydrogenase (NADP+)
K15052	K15052	propionyl-CoA carboxylase
K15230	aclA	ATP-citrate lyase alpha-subunit
K15231	aclB	ATP-citrate lyase beta-subunit
K15232	ccsA	citryl-CoA synthetase large subunit
K15233	ccsB	citryl-CoA synthetase small subunit
K15234	ccl	citryl-CoA lyase
K15633	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
K15634	gpmB	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
K15635	apgM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
K15893	HPR1	glycerate dehydrogenase
K15916	pgi-pmi	glucose/mannose-6-phosphate isomerase
K15918	GLYK	D-glycerate 3-kinase
K15919	HPR2_3	glyoxylate/hydroxypyruvate reductase
K16157	mmoX	methane monooxygenase component A alpha chain
K16158	mmoY	methane monooxygenase component A beta chain
K16159	mmoZ	methane monooxygenase component A gamma chain
K16160	mmoB	methane monooxygenase regulatory protein B
K16161	mmoC	methane monooxygenase component C
K16162	mmoD	methane monooxygenase component D
K16176	mtmB	methylamine---corrinoid protein Co-methyltransferase
K16177	mtmC	monomethylamine corrinoid protein
K16178	mtbB	dimethylamine---corrinoid protein Co-methyltransferase
K16179	mtbC	dimethylamine corrinoid protein
K16305	K16305	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase
K16306	K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
K16370	pfkB	6-phosphofructokinase 2
K17066	MOX	alcohol oxidase
K17067	mdo	formaldehyde dismutase / methanol dehydrogenase
K17069	MET17	O-acetylhomoserine/O-acetylserine sulfhydrylase
K17100	DAS	dihydroxyacetone synthase
K17829	ccrA	crotonyl-CoA reductase
K17865	croR	3-hydroxybutyryl-CoA dehydratase
K17989	SDS, SDH, CHA1	L-serine/L-threonine ammonia-lyase
K18020	cutA	glyceraldehyde dehydrogenase large subunit
K18021	cutB	glyceraldehyde dehydrogenase medium subunit
K18022	cutC	glyceraldehyde dehydrogenase small subunit
K18118	aarC, cat1	succinyl-CoA:acetate CoA-transferase
K18119	sucD	succinate-semialdehyde dehydrogenase
K18120	4hbD, abfH	4-hydroxybutyrate dehydrogenase
K18121	GLYR	glyoxylate/succinic semialdehyde reductase
K18122	cat2, abfT	4-hydroxybutyrate CoA-transferase
K18124	gdh2, gdhA	glucose/galactose 1-dehydrogenase (NADP+)
K18125	ssgdh	aldose 1-dehydrogenase [NAD(P)+]
K18126	sskdgK	2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase
K18127	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase
K18128	gadh	D-glyceraldehyde dehydrogenase (NADP+)
K18209	tfrA	fumarate reductase (CoM/CoB) subunit A
K18210	tfrB	fumarate reductase (CoM/CoB) subunit B
K18472	accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit
K18556	frdA	NADH-dependent fumarate reductase subunit A
K18557	frdB	NADH-dependent fumarate reductase subunit B
K18558	frdC	NADH-dependent fumarate reductase subunit C
K18559	frdD	NADH-dependent fumarate reductase subunit D
K18560	frdE	NADH-dependent fumarate reductase subunit E
K18859	sdhD, frdD	succinate dehydrogenase / fumarate reductase, subunit D
K18860	sdhD, frdD	putative succinate dehydrogenase / fumarate reductase, subunit D
K18861	K18861	4-hydroxybutyrate---CoA ligase (AMP-forming)
K18978	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+]
K19243	azf	NAD+ dependent glucose-6-phosphate dehydrogenase
K19268	glmE, mutE, mamB	methylaspartate mutase epsilon subunit
K19269	PGP, PGLP	phosphoglycolate phosphatase
K19280	mct	succinyl-CoA:mesaconate CoA transferase
K19281	mcl	beta-methylmalyl-CoA/(S)-malyl-CoA lyase
K19282	aceB	bifunctional (S)-malyl-CoA lyase/thioesterase
K19312	pccB	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit
K21071	pfk, pfp	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase
K22305	psp	phosphoserine phosphatase
K22480	hdrA1	heterodisulfide reductase subunit A1
K22481	hdrB1	heterodisulfide reductase subunit B1
K22482	hdrC1	heterodisulfide reductase subunit C1
K22515	fdwB	formate dehydrogenase beta subunit
K22516	fdhA	formate dehydrogenase (coenzyme F420) alpha subunit
K22568	pccX	acetyl-CoA/propionyl-CoA carboxylase, PccX subunit
K23146	HPD1	3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase
K23304	cysE	serine O-acetyltransferase
